3.146951605966043619e+00 4.589244421079747270e-04 1.340563441844217902e-08
3.150243931966516087e+00 5.342310341766706369e-04 2.807156166476866619e-08
3.178228439016206330e+00 4.240297263114372380e-04 1.224035510594640104e-08
3.155493297498602967e+00 2.478451188541408944e-04 3.764897743424371357e-09
3.162264368763469946e+00 4.991638746205606051e-04 4.279169298868330403e-08
3.198826272407214955e+00 6.684447892341553775e-04 1.703055565755701048e-07
3.144155862590761519e+00 6.816195912559351155e-04 7.887242540457414308e-08
3.144249191322419090e+00 6.874725936234646817e-04 2.762390557902635853e-07
3.135151619684475310e+00 1.858462436747641052e-03 6.660972915523452969e-07
3.124708311122891491e+00 3.515157341855339266e-04 9.209748575859356209e-09
3.159558919715154790e+00 5.123455734449576309e-04 1.659167388481087041e-08
3.144085732109483278e+00 4.120079742536031267e-04 1.913701487830577001e-08
3.117838925934504513e+00 7.419675780633137483e-04 8.653331432293770246e-08
3.159519721184060437e+00 9.429706310069666279e-04 1.780506512005175160e-07
3.151483360482675078e+00 3.096633358605473878e-04 1.403812188590610515e-08
3.228001630793161159e+00 2.762824989683920849e-03 4.956766468595972845e-06
3.180392978269710014e+00 4.253706553837575738e-04 2.389734362255070955e-08
3.177530595312276329e+00 7.958229579943423403e-04 5.643261205339787869e-08
3.120815855038383990e+00 1.174688014493055965e-03 2.150808408692914849e-07
3.211520132354384494e+00 5.779568076813350287e-04 4.821697369026547464e-08
3.262913028526003067e+00 3.080102739983190535e-03 4.213873068256289020e-06
3.166253516565293857e+00 4.862155897986052112e-04 1.836430250168400441e-08
3.159079079363181553e+00 2.672472653342509606e-04 2.984425638439311828e-09
3.202810135786008150e+00 3.335585523700157961e-04 1.027138601742556587e-08
3.161225237040402813e+00 7.797372261303961655e-04 1.154562939645905084e-07
3.193270985426831299e+00 9.791956557465312724e-04 3.545822180999031306e-07
3.180441039843501017e+00 4.644545997477777491e-04 2.087382546259645223e-08
3.141515399505543371e+00 2.433358051987204846e-04 3.640285878162787915e-09
3.200019073501158662e+00 5.991608646781653889e-04 7.513921595900786507e-08
3.212570303412902728e+00 8.716892056685560065e-04 1.578784179435735108e-07
3.150470347131396842e+00 5.199881220579695082e-04 2.641259079455398340e-08
3.178116666384723565e+00 6.068130280273353275e-04 6.409845566648843579e-08
3.144232861545348978e+00 4.163231295400624519e-04 2.163342222246233253e-08
3.193141152631329582e+00 1.412294491960477483e-03 9.221058431119942179e-07
3.182202626672342216e+00 1.573114729078677661e-03 5.243486228845007989e-07
3.208435456205519731e+00 1.727042903585942427e-03 1.062685873438653277e-06
3.169711742947642463e+00 3.561412697430577285e-04 8.117977723877992593e-09
3.236238497991530405e+00 3.283673885682300911e-03 5.904836353570053847e-06
3.193245617353061672e+00 4.975079044398388918e-04 2.869586992772684024e-08
3.165688755194771886e+00 2.855897092133177317e-04 5.103705363734041306e-09
3.157367161827534741e+00 3.394718604242256727e-04 8.418093533255418147e-09
3.196720622861147110e+00 8.873826491786470727e-04 6.294770221220505320e-08
3.171800676103328165e+00 6.193544358142767225e-04 1.631155972466603189e-07
3.169005551684439315e+00 5.707688536854885458e-04 2.553013594095477385e-08
3.134524679530699132e+00 5.200234280076695536e-04 7.670505399831068044e-08
3.134319637477529952e+00 5.565898051298014994e-04 2.949087315418283822e-08
3.160155243900509170e+00 4.783707660604704726e-04 1.849061099252331133e-08
3.151861630077018361e+00 1.115627400211603336e-03 7.056373829128253217e-07
3.171037772591981163e+00 4.990049594565841096e-04 1.710895822679874051e-08
3.162026637887605407e+00 2.954381066930625603e-04 5.120544159250930986e-09
3.181647768960970790e+00 2.843319744442115993e-04 4.860142281596651681e-09
3.096490684486082223e+00 5.817688236666023480e-04 1.832996291796054529e-08
3.130658532823586970e+00 1.161172143114024349e-03 7.274247603855349274e-07
3.157656110153962192e+00 7.640296849503395559e-04 1.240561191488680431e-07
3.190300681469881550e+00 6.266732597332797059e-04 4.545608430476494970e-08
3.224991315892380861e+00 6.762844758058277235e-03 1.521216804787251174e-06
3.170033261681712400e+00 3.064866930362596933e-04 5.477062246601281953e-09
3.178150295940485037e+00 3.083807772293023193e-04 5.724078387333455093e-09
3.345685521138180185e+00 1.323974767251345948e-02 1.425079357863862019e-04
3.164932862611741005e+00 5.549200182958466962e-04 1.243007647390374509e-07
3.173975186285009631e+00 6.945686999394258716e-04 3.506093311745927036e-08
3.172904403211168844e+00 4.320768518177309767e-04 1.005615717815853051e-08
3.159424507585698816e+00 1.535057196090199244e-03 9.990534325187460036e-07
3.167068834020399848e+00 3.463923971162648392e-04 8.406672969930327487e-09
3.126706505520626678e+00 4.963454653249406131e-04 3.558721527688207910e-08
3.203963944593229307e+00 2.874322315549375051e-04 1.171256851821632050e-08
3.171657440620784918e+00 4.050499388516780319e-04 8.758737450571112692e-09
3.126491244625699828e+00 6.727449444195277928e-04 1.352018740289694679e-07
3.090054478487446854e+00 7.912723902680492832e-03 9.368533295074246180e-06
3.204699523040983600e+00 3.264145638771095786e-04 9.798761758937464754e-09
3.181706358056304751e+00 8.397840630490107771e-04 8.666907913974835491e-08
3.225005071517429212e+00 2.080634922542549774e-03 1.265603645359544937e-06
3.183802622369417357e+00 1.213269403908888216e-03 2.433024742811474829e-07
3.112443874166893831e+00 6.946105025845661059e-04 2.015268672700137972e-07
3.198972758201415800e+00 5.038264940486534118e-04 3.625134455548745131e-08
3.179567370158656203e+00 8.628311890064359292e-04 8.491297562206097269e-08
3.146076755255571289e+00 5.628005503045301538e-04 4.826599824818988776e-08
3.164659898775474822e+00 5.486369173926853877e-04 4.108060350903367924e-08
3.224604490411948632e+00 3.014737819518147326e-04 7.280691119555464491e-09
3.160210390517141033e+00 7.223981932700255983e-04 6.863400272077204396e-08
3.165659611887890801e+00 8.555238798630053314e-04 1.931506867854880422e-07
3.230395543773803446e+00 2.436949284242376050e-03 1.363064214562145397e-06
3.227660529252960764e+00 1.414800046871915549e-03 2.218769990314196997e-07
3.184714508959261448e+00 1.660336386137725630e-03 8.171355136995252821e-07
3.176208362852905420e+00 1.517194100131967526e-03 8.126947126388136669e-07
3.233280479260077556e+00 2.495667178226660884e-03 3.380589420170698347e-06
3.151141976093354558e+00 3.244139798841652492e-04 1.167367992958392242e-08
3.136742621331123804e+00 2.902665529906300283e-04 6.586265707296533423e-09
3.167892316375496620e+00 6.435681795737859239e-04 2.496079451025395585e-08
3.157895367810753751e+00 3.329350041974130027e-04 7.329736539806834980e-09
3.194514931387391510e+00 1.301248510128705412e-03 5.612984064492545937e-07
3.199023071802843621e+00 3.623270655036293919e-04 1.772848126356595763e-08
3.185318159417637851e+00 1.157873910475984338e-03 6.821242187200296451e-07
3.164433216847589048e+00 3.601637407860084229e-04 1.694173363554938869e-08
3.162523564760235217e+00 3.524364480166779809e-04 5.922986677609395640e-09
3.208103240807280709e+00 1.081925870991355719e-03 3.970727472754713207e-07
