1.948050961854827534e+01 2.353702373415421725e-02 2.112618056600103537e-05
1.919003172067021623e+01 5.722432852046042961e-02 1.095445488757988901e-04
1.947845929081473670e+01 5.801528092305921480e-02 2.359780726278319673e-04
1.925211510932905767e+01 3.508857000825628403e-02 3.462714848496566177e-05
1.944046646474773254e+01 1.656219440503991502e-01 1.089064029134308859e-02
1.898100363719415284e+01 3.197964726530429236e-02 3.548286488474364036e-05
1.945635597840712450e+01 2.879710898120957374e-01 6.525248957585177978e-02
1.917219590550411112e+01 3.185853016740925608e-02 4.115769701204631195e-05
1.942542053793150814e+01 7.882006284212356162e-02 3.740289399267268276e-04
1.923147850957157345e+01 6.587735258324656229e-02 4.863460172071495729e-04
2.006699791722370918e+01 2.642834426849816065e-01 2.980251316199027459e-02
1.904964980641373273e+01 2.726537662010151269e-02 1.588636743707343309e-05
1.908194344153971045e+01 4.243906044770761471e-02 4.198956624645305423e-05
1.920669116292400247e+01 1.232190136086295795e-01 5.480430839464300700e-03
1.929649248336541234e+01 5.663872056015490514e-02 2.656342738700675729e-04
1.946036614246616026e+01 1.245653378359880548e-01 2.740656305445061773e-03
1.859960543917464193e+01 3.145784726549444299e-02 1.970109622641573796e-05
1.930959855935319425e+01 6.268487684065725263e-02 2.666747342684506225e-04
1.914286035014064069e+01 5.990746719913955104e-02 1.020883203637098927e-03
1.924505328459326137e+01 6.400136473832010453e-02 2.530907501643088497e-04
1.915767025743125629e+01 5.652622250207093441e-02 1.937607085608759763e-04
1.971762914092361640e+01 7.568147728923954598e-02 6.407158845810353000e-04
1.919231241984513048e+01 6.643872675260914518e-02 3.722828291696158188e-04
1.947106280316294047e+01 6.536634246183452290e-02 2.302142891237156526e-04
1.910305584770429732e+01 1.032016265832854524e-01 3.378508164092854007e-03
1.925576477451554069e+01 8.028482410121103030e-02 1.151847199081573606e-03
1.921682850355662353e+01 3.310421025182876120e-02 3.537245370225930782e-05
1.913388900824649497e+01 6.836826856144843922e-02 7.719546881334063112e-04
1.917812699324857917e+01 1.405948116084210497e-01 1.263808889617632804e-02
1.936980311494755824e+01 5.116287678515282072e-02 2.063104835443020060e-04
1.954850859310183964e+01 1.413525587419664220e-01 2.115988747087043341e-03
1.895411819052881697e+01 3.226183332787087993e-02 2.489027289385251513e-05
1.982229914924155523e+01 1.521475198373019866e-01 4.059299444059221405e-03
1.929729821033521375e+01 6.838900806505425478e-02 4.725164650440771678e-04
1.952233114607950171e+01 1.658259648107083262e-01 9.388268963332257674e-03
1.958294058227665246e+01 1.015784999261426375e-01 2.543802516466222609e-03
1.965881924544520132e+01 8.667877718779318230e-02 1.229664917999711725e-03
1.955999354047567707e+01 1.040351646770603239e-01 1.345314191259638350e-03
1.928148100953431765e+01 5.545055550275355266e-02 2.489343673336739211e-04
2.026690696579664674e+01 8.638464841073892897e-01 5.623768413068512828e-01
1.923281386616681488e+01 7.759121965991458425e-02 3.080981238121099008e-04
1.903402755209674524e+01 3.808328605744436268e-02 6.349514731652172120e-05
1.937036977694897644e+01 4.168904403849608281e-02 5.229139586111200886e-05
1.938376457173087175e+01 7.483624603599935143e-02 3.715461896549723873e-04
1.940783064339390052e+01 2.179685108756844181e-01 3.066070384426212297e-02
1.900560295051049664e+01 3.247574550697984730e-02 5.020541534677003682e-05
1.905971224855221635e+01 6.991830907391695382e-02 5.982018331992324011e-04
1.887247411338942982e+01 4.462203769790028945e-02 8.757129923990517235e-05
1.898609044061095474e+01 3.909562551284304771e-02 6.433811977412339216e-05
1.976585710079434222e+01 2.495352224216236536e-01 1.215894072413194714e-02
